TOTAL REGISTERED VOTERS IN EACH POLLING UNIT IN KATSINA STATE AS AT 25/05/2022,,,,,,
,,,,,,
S/N,STATE,LGA,RA,PU,DELIM,TOTAL
3676,KATSINA,KANKARA,KANKARA A&B,TASHAR JIKA KWALBATI,20-19-06-032,39
3677,KATSINA,KANKARA,KANKARA A&B,ISLAMIYYAR MAL. BISHIR,20-19-06-033,72
3678,KATSINA,KANKARA,KANKARA A&B,DURUMI BAKIN DAM,20-19-06-034,110
3679,KATSINA,KANKARA,KANKARA A&B,UNG. MAL. WA’ILU GINDIN KUKA,20-19-06-035,61
3680,KATSINA,KANKARA,KANKARA A&B,TASHAR GYADA,20-19-06-036,40
3681,KATSINA,KANKARA,KANKARA A&B,KAN MAREMARI MAI DALLA DALLA,20-19-06-037,67
3682,KATSINA,KANKARA,KANKARA A&B,KWAKWAREN DAN SOKOTO,20-19-06-038,15
3683,KATSINA,KANKARA,KANKARA A&B,RIJIYAR DAN DADO,20-19-06-039,52
3684,KATSINA,KANKARA,KANKARA A&B,S/GARI ISLAMIYYA,20-19-06-040,19
3685,KATSINA,KANKARA,KANKARA A&B,NASARAWA GINDIN MADACI,20-19-06-041,142
3686,KATSINA,KANKARA,KANKARA A&B,TUDUN BOKA SOLAR,20-19-06-042,61
3687,KATSINA,KANKARA,KANKARA A&B,KUNYAN GIZO GILRLS P.S,20-19-06-043,118
3688,KATSINA,KANKARA,KANKARA A&B,SHEIKH GUMI P.S,20-19-06-044,103
3689,KATSINA,KANKARA,KANKARA A&B,TUDUN DALUTA GIRLS DAY. S.S,20-19-06-045,65
3690,KATSINA,KANKARA,KANKARA A&B,DOGON KARFE PEADIATRIC CLINIC,20-19-06-046,68
3691,KATSINA,KANKARA,KANKARA A&B,UNG. ALKALI KOTU,20-19-06-047,31
3692,KATSINA,KANKARA,KANKARA A&B,AKWALLARE KWAKWARE,20-19-06-048,57
3693,KATSINA,KANKARA,GARAGI,TSAMIYAR JINO PRI.SCHOOL,20-19-07-001,1077
3694,KATSINA,KANKARA,GARAGI,TSAMIYAR JINO II COMM.BUILDING,20-19-07-002,646
3695,KATSINA,KANKARA,GARAGI,TSAMIYA JINO III K/G MAI UNG,20-19-07-003,790
3696,KATSINA,KANKARA,GARAGI,GARAGI K/G MAI UNG,20-19-07-004,499
3697,KATSINA,KANKARA,GARAGI,SANTAR AMADI - SAANTAR AMADI,20-19-07-005,443
3698,KATSINA,KANKARA,GARAGI,UNG RABO - UNG RABO/K/U,20-19-07-006,413
3699,KATSINA,KANKARA,GARAGI,NAGAMDA - FILIN MASALLACHI,20-19-07-007,318
3700,KATSINA,KANKARA,GARAGI,MAI HERE - GIDAN MAI UNG,20-19-07-008,386
3701,KATSINA,KANKARA,GARAGI,SABON GARI K/G MAI UNG,20-19-07-009,211
3702,KATSINA,KANKARA,GARAGI,GOBIRAWA K/G MAI UNG,20-19-07-010,286
3703,KATSINA,KANKARA,GARAGI,BATSIRARI K/G MAI UNG,20-19-07-011,378
3704,KATSINA,KANKARA,GARAGI,ZAGALLE K/G MAI UNG,20-19-07-012,173
3705,KATSINA,KANKARA,GARAGI,UNG S.AIKI -K/G UNG,20-19-07-013,435
3706,KATSINA,KANKARA,GARAGI,NAGANDA/AMARAWA -K/G MAIUNG,20-19-07-014,359
3707,KATSINA,KANKARA,GARAGI,TSAMIYAR JINO DSPNSARY,20-19-07-015,02
3708,KATSINA,KANKARA,GARAGI,TSAMIYAR JINO ISLAMIYYA,20-19-07-016,02
3709,KATSINA,KANKARA,BURDUGAU,BURDUGAU I - PRI.SCHOOL,20-19-08-001,726
3710,KATSINA,KANKARA,BURDUGAU,BURGUGAU II - PRI.SCHOOL,20-19-08-002,689
3711,KATSINA,KANKARA,BURDUGAU,DAN LAWAL A&B PROJECT,20-19-08-003,680
3712,KATSINA,KANKARA,BURDUGAU,DORAWA I TASHAR DORAWA NATIBA,20-19-08-004,576
3713,KATSINA,KANKARA,BURDUGAU,DORAWA II -K/G SANI SARKI,20-19-08-005,494
3714,KATSINA,KANKARA,BURDUGAU,DAN KAKURU - K/G MAI UNG,20-19-08-006,494
3715,KATSINA,KANKARA,BURDUGAU,AGANGARO - AGANGARO,20-19-08-007,597
3716,KATSINA,KANKARA,BURDUGAU,SHARADA I K/G MAIUNG,20-19-08-008,555
3717,KATSINA,KANKARA,BURDUGAU,SHARADA II K/G AG SALLAU,20-19-08-009,502
3718,KATSINA,KANKARA,BURDUGAU,MAI SABULU -K/G MAIUNG,20-19-08-010,773
3719,KATSINA,KANKARA,BURDUGAU,DANKALGO A&B K/G MAIUNG,20-19-08-011,865
3720,KATSINA,KANKARA,BURDUGAU,DAN BARMO PRI.SCHOOL,20-19-08-012,565
3721,KATSINA,KANKARA,BURDUGAU,SANTAR KAKU PRI.SCHOOL,20-19-08-013,710
3722,KATSINA,KANKARA,BURDUGAU,GOBIRAWA  K/G MAI UNGUWA,20-19-08-014,536
3723,KATSINA,KANKARA,BURDUGAU,GOBIRARAWA  K/GIDAN MAI UNGUWA,20-19-08-015,451
3724,KATSINA,KANKARA,BURDUGAU,MAI KAWO PRI.SCHOOL I,20-19-08-016,957
3725,KATSINA,KANKARA,BURDUGAU,KURBA I PRI.SCHOOL,20-19-08-017,608
3726,KATSINA,KANKARA,BURDUGAU,KURBA II K/G MAI UNG,20-19-08-018,536
3727,KATSINA,KANKARA,BURDUGAU,GIDAN JATAU,20-19-08-019,54
3728,KATSINA,KANKARA,BURDUGAU,UNG. MAI SUNKWI ‘B’,20-19-08-020,345
3729,KATSINA,KANKARA,BURDUGAU,UNG. JIGO-PRI.SCH,20-19-08-021,306
3730,KATSINA,KANKARA,WAWAR KAZA,GUNDAWA I PRI.SCHOOL,20-19-09-001,747
3731,KATSINA,KANKARA,WAWAR KAZA,GUNDAWA II K/G MAIUNG,20-19-09-002,648
3732,KATSINA,KANKARA,WAWAR KAZA,GUNDAWA III DISPENSARY,20-19-09-003,463
3733,KATSINA,KANKARA,WAWAR KAZA,GUNDAWA IV K/G SARKIN FADA,20-19-09-004,574
3734,KATSINA,KANKARA,WAWAR KAZA,WAWAR KAZA I  PRI.SCHOOL,20-19-09-005,1066
3735,KATSINA,KANKARA,WAWAR KAZA,WAWAR KAZA II ISLAMIYYA,20-19-09-006,706
3736,KATSINA,KANKARA,WAWAR KAZA,TUDU GABAS YARA,20-19-09-007,782
3737,KATSINA,KANKARA,WAWAR KAZA,TUDU YAMMA K/G MAL.ZAIYANA,20-19-09-008,988
3738,KATSINA,KANKARA,WAWAR KAZA,BURUNKUZA - K/G MAIUNG,20-19-09-009,441
3739,KATSINA,KANKARA,WAWAR KAZA,TASHAR MAJE K/G LIMAN SA'ADU,20-19-09-010,847
3740,KATSINA,KANKARA,WAWAR KAZA,BAKAWA I BAKAWA KWARI,20-19-09-011,411
3741,KATSINA,KANKARA,WAWAR KAZA,BAKAWA II PRI.SCHOOL,20-19-09-012,282
3742,KATSINA,KANKARA,WAWAR KAZA,MASAURARI K/G MAIUNG,20-19-09-013,563
3743,KATSINA,KANKARA,WAWAR KAZA,DAMAWA -K/G MAIUNG,20-19-09-014,607
3744,KATSINA,KANKARA,WAWAR KAZA,HAYIN TULU K/G MAL ZAIYANA,20-19-09-015,417
3745,KATSINA,KANKARA,WAWAR KAZA,UNG TSAMIYA K/G MAI UNG,20-19-09-016,461
3746,KATSINA,KANKARA,WAWAR KAZA,FANTEKA FANTEKA,20-19-09-017,353
3747,KATSINA,KANKARA,WAWAR KAZA,GUNDAWA IIB K/GIDAN MAI UNGUWA,20-19-09-018,370
3748,KATSINA,KANKARA,WAWAR KAZA,TUDU YAMMA B K/G M. UNG,20-19-09-019,313
3749,KATSINA,KANKARA,WAWAR KAZA,WAWALKAZA DISP.,20-19-09-020,23
3750,KATSINA,KANKARA,WAWAR KAZA,TUDU DISP.,20-19-09-021,32
3751,KATSINA,KANKARA,WAWAR KAZA,TUDU P.S,20-19-09-022,18
3752,KATSINA,KANKARA,WAWAR KAZA,TASHAR MAJE P.S,20-19-09-023,07
3753,KATSINA,KANKARA,DAN MURABU,DUTSEN ROKO TASHA,20-19-10-001,450
3754,KATSINA,KANKARA,DAN MURABU,BAKAWA I PRI.SCHOOL,20-19-10-002,442
3755,KATSINA,KANKARA,DAN MURABU,MARAKE A&B K/G MAIUNG,20-19-10-003,540
3756,KATSINA,KANKARA,DAN MURABU,BAKAWA II (UNG NAGODI) MAI UNG,20-19-10-004,561
3757,KATSINA,KANKARA,DAN MURABU,TSAMIYAR SARKI PRI.SCHOOL,20-19-10-005,635
3758,KATSINA,KANKARA,DAN MURABU,MATSIGA A&B - K/G MAIUNG,20-19-10-006,637
3759,KATSINA,KANKARA,DAN MURABU,DAN MARUSA PRI.SCHOOL,20-19-10-007,524
3760,KATSINA,KANKARA,DAN MURABU,DAN MARUSA II K/G MAIUNG,20-19-10-008,454
3761,KATSINA,KANKARA,DAN MURABU,BAURE PRI.SCHOOL,20-19-10-009,736
3762,KATSINA,KANKARA,DAN MURABU,YARKUKA PRI.SCHOOL,20-19-10-010,1088
3763,KATSINA,KANKARA,DAN MURABU,RIMAYE I PRI.SCHOOL,20-19-10-011,880
3764,KATSINA,KANKARA,DAN MURABU,RIMAYE II K/G MAIUNG,20-19-10-012,388
3765,KATSINA,KANKARA,DAN MURABU,TSAMIYAR SARKI B PRI SCHOOL,20-19-10-013,726
3766,KATSINA,KANKARA,DAN MURABU,TASHAR TSAMIYA GINDIN MANGWARO,20-19-10-014,01
3767,KATSINA,KANKARA,DAN MURABU,GURETA RINJI PRI. SCH,20-19-10-015,58
3768,KATSINA,KANKARA,DAN'MAIDAKI,GURETA - GIDAN MAI UNGUWA,20-19-11-001,449
3769,KATSINA,KANKARA,DAN'MAIDAKI,KWANKWALWA GIDAN MAI UNGUWA,20-19-11-002,360
3770,KATSINA,KANKARA,DAN'MAIDAKI,SABON GIDAN - GIDI BEDI,20-19-11-003,490
3771,KATSINA,KANKARA,DAN'MAIDAKI,DANMARKE I PRI.SCHOOL,20-19-11-004,695
3772,KATSINA,KANKARA,DAN'MAIDAKI,DAN MARKE IIA DISPENSARY,20-19-11-005,515
3773,KATSINA,KANKARA,DAN'MAIDAKI,DAN MARKE IIB  DISPENSARY,20-19-11-006,344
3774,KATSINA,KANKARA,DAN'MAIDAKI,DAN MARKE IIA TSAMIYA,20-19-11-007,669
3775,KATSINA,KANKARA,DAN'MAIDAKI,DAN MARKE (YALWA) I.V YALWA,20-19-11-008,377
3776,KATSINA,KANKARA,DAN'MAIDAKI,DAN MARKE IIB ISLAMAIYA,20-19-11-009,408
3777,KATSINA,KANKARA,DAN'MAIDAKI,KATSINAWA - MASALLACHI,20-19-11-010,485
3778,KATSINA,KANKARA,DAN'MAIDAKI,TSAUNIN GODA GIDAN MAI UNG,20-19-11-011,732
3779,KATSINA,KANKARA,DAN'MAIDAKI,GIDAN DAUDU - GIDAN DAUDU,20-19-11-012,1039
3780,KATSINA,KANKARA,DAN'MAIDAKI,YARGOJE I A PRI.SCHOOL,20-19-11-013,486
3781,KATSINA,KANKARA,DAN'MAIDAKI,YARGOJE II DISPENSARY,20-19-11-014,571
3782,KATSINA,KANKARA,DAN'MAIDAKI,YARGOJE III - CLINIC,20-19-11-015,654
3783,KATSINA,KANKARA,DAN'MAIDAKI,YAR GOJE IV   KOFAR FADA,20-19-11-016,1086
3784,KATSINA,KANKARA,DAN'MAIDAKI,ZINARI / PRY. SCH.,20-19-11-017,564
3785,KATSINA,KANKARA,DAN'MAIDAKI,GIDAN BOKA - GIDAN BOKA,20-19-11-018,489
3786,KATSINA,KANKARA,DAN'MAIDAKI,RUWAN TUKURWA I PRI.SCHOOL,20-19-11-019,442
3787,KATSINA,KANKARA,DAN'MAIDAKI,RUWAN TUKURWA II K/G RANAU (INGI,20-19-11-020,526
3788,KATSINA,KANKARA,DAN'MAIDAKI,UNG TOFA K/G UNG MAIUNG,20-19-11-021,351
3789,KATSINA,KANKARA,DAN'MAIDAKI,UNG KWARI - UNG KWARI,20-19-11-022,378
3790,KATSINA,KANKARA,DAN'MAIDAKI,YAR GOJE II    DISPENSARY,20-19-11-023,405
3791,KATSINA,KANKARA,DAN'MAIDAKI,GIDAN DAUDU II PRI. SCH.,20-19-11-024,78
3792,KATSINA,KANKARA,DAN'MAIDAKI,YARGOJE V BAKIN KASUWA,20-19-11-025,57
3793,KATSINA,KANKIA,GALADIMA 'A',SABON BIRNI A - NUHU P.S,20-20-01-001,865
3794,KATSINA,KANKIA,GALADIMA 'A',SABON BIRNI B - NUHU PRI.SCHOOL,20-20-01-002,954
3795,KATSINA,KANKIA,GALADIMA 'A',KOFAR YAMMA I - YARA OPEN SPACE,20-20-01-003,662
3796,KATSINA,KANKIA,GALADIMA 'A',KOFAR GABAS K/G M/UNG,20-20-01-004,887
3797,KATSINA,KANKIA,GALADIMA 'A',BAKIN KASUWA PRI.SCHOOL,20-20-01-005,979
3798,KATSINA,KANKIA,GALADIMA 'A',B/KASUWA H/YAMMA PRI.SCHOOL,20-20-01-006,758
3799,KATSINA,KANKIA,GALADIMA 'A',UNGUWAR KANAWA K/G UNG,20-20-01-007,694
3800,KATSINA,KANKIA,GALADIMA 'A',KAUYEN DAWA K/G M/UNG,20-20-01-008,789
3801,KATSINA,KANKIA,GALADIMA 'A',K/YAMMA II PRI.SCHOOL,20-20-01-009,813
3802,KATSINA,KANKIA,GALADIMA 'A',B/KASUWA H/YAMMA II P.SCHOOL,20-20-01-010,895
3803,KATSINA,KANKIA,GALADIMA 'A',UNG KANAWA OPEN SPACE,20-20-01-011,569
3804,KATSINA,KANKIA,GALADIMA 'A',SABON BIRNI ‘C’,20-20-01-012,164
3805,KATSINA,KANKIA,GALADIMA 'A',SABON BIRNI ‘D’,20-20-01-013,86
3806,KATSINA,KANKIA,GALADIMA 'A',KOFAR GABAS ‘B’,20-20-01-014,103
3807,KATSINA,KANKIA,GALADIMA 'A',BAKIN KASUWA VETERINARY,20-20-01-015,97
3808,KATSINA,KANKIA,GALADIMA 'A',KAUYEN DAWA,20-20-01-016,26
3809,KATSINA,KANKIA,GALADIMA 'A',KOFAR YAMMA,20-20-01-017,139
3810,KATSINA,KANKIA,GALADIMA 'A',BKSWA HYAMMA,20-20-01-018,143
3811,KATSINA,KANKIA,GALADIMA 'B',KWARAGO- KWARAGO PRI.SCHOOL,20-20-02-001,552
3812,KATSINA,KANKIA,GALADIMA 'B',GANDUN KAYA - PRI.SCHOOL,20-20-02-002,432
3813,KATSINA,KANKIA,GALADIMA 'B',KANTI 'A' PRI.SCHOOL,20-20-02-003,1235
3814,KATSINA,KANKIA,GALADIMA 'B',KANTI 'B' WORKS DEPT.,20-20-02-004,763
3815,KATSINA,KANKIA,GALADIMA 'B',TARNO - KUKAR KWAIDA,20-20-02-005,739
3816,KATSINA,KANKIA,GALADIMA 'B',KAWARI PRI.SCHOOL,20-20-02-006,464
3817,KATSINA,KANKIA,GALADIMA 'B',ABUGI JIKI K/G M/UNG,20-20-02-007,392
3818,KATSINA,KANKIA,GALADIMA 'B',KANTI AZ PRI.SCHOOL,20-20-02-008,1150
3819,KATSINA,KANKIA,GALADIMA 'B',KANTI B2 PRI.SCHOOL,20-20-02-009,627
3820,KATSINA,KANKIA,GALADIMA 'B',KANTI B WORKS DEPT.,20-20-02-010,1109
3821,KATSINA,KANKIA,GALADIMA 'B',KANTI  A 1,20-20-02-011,404
3822,KATSINA,KANKIA,GALADIMA 'B',KANTI AZ PRI,20-20-02-012,308
3823,KATSINA,KANKIA,GALADIMA 'B',KANTI WORK DEPERTMENT,20-20-02-013,123
3824,KATSINA,KANKIA,KAFINSOLI,SAGAWAR KURMI - S.K PRI.SCHOOL,20-20-03-001,699
3825,KATSINA,KANKIA,KAFINSOLI,KAFINSOLI 1&II - K/SOLI PRI.SCHOOL,20-20-03-002,1119
3826,KATSINA,KANKIA,KAFINSOLI,KAFINSOLI III&IV DISPENSARY,20-20-03-003,877
3827,KATSINA,KANKIA,KAFINSOLI,GADAR MUSA PRI.SCHOOL,20-20-03-004,641
3828,KATSINA,KANKIA,KAFINSOLI,SHA'ISKAWA PRI.SCHOOL,20-20-03-005,706
3829,KATSINA,KANKIA,KAFINSOLI,DOKA - DOKA PRI.SCHOOL,20-20-03-006,563
3830,KATSINA,KANKIA,KAFINSOLI,HAYIN ALASAN K/G UNGUWA,20-20-03-007,475
3831,KATSINA,KANKIA,KAFINSOLI,UNGUWAR GADA K/G UNGUWA,20-20-03-008,652
3832,KATSINA,KANKIA,KAFINSOLI,SAGAWAR GUMBE K/G UNGUWA,20-20-03-009,631
3833,KATSINA,KANKIA,KAFINSOLI,TAURARIN DOKOKI K/G UNGUWA,20-20-03-010,652
3834,KATSINA,KANKIA,KAFINSOLI,GADAR MUSA K/G UNGUWAR,20-20-03-011,374
3835,KATSINA,KANKIA,KAFINSOLI,KAFINSOLI V - DISIPENSARY,20-20-03-012,851
3836,KATSINA,KANKIA,KAFINSOLI,KAFINSOLI PHC,20-20-03-013,47
3837,KATSINA,KANKIA,KAFINSOLI,KAFINSOLI TV CENTRE,20-20-03-014,123
3838,KATSINA,KANKIA,KAFINSOLI,KAFINSOLI MOTOR PARK,20-20-03-015,80
3839,KATSINA,KANKIA,TAFASHIYA/NASARAWA,SABUWAR DUNIYA PRI.SCHOOL,20-20-04-001,771
3840,KATSINA,KANKIA,TAFASHIYA/NASARAWA,JIGAWA - JIGAWA PRI.SCHOOL,20-20-04-002,530
3841,KATSINA,KANKIA,TAFASHIYA/NASARAWA,RUGAR MIJI K/G M/UNG,20-20-04-003,514
3842,KATSINA,KANKIA,TAFASHIYA/NASARAWA,NASARAWA NSW PRI.SCHOOL,20-20-04-004,694
3843,KATSINA,KANKIA,TAFASHIYA/NASARAWA,KOFAR AREWA K/G M/UNG,20-20-04-005,602
3844,KATSINA,KANKIA,TAFASHIYA/NASARAWA,KOFAR YAMMA - OPEN SPACE,20-20-04-006,389
3845,KATSINA,KANKIA,TAFASHIYA/NASARAWA,KOFAR GABAS - OPEN SPACE,20-20-04-007,589
3846,KATSINA,KANKIA,TAFASHIYA/NASARAWA,KOFAR KUDU T.V CENTRE,20-20-04-008,475
3847,KATSINA,KANKIA,TAFASHIYA/NASARAWA,DANDAU OPEN SPACE,20-20-04-009,456
3848,KATSINA,KANKIA,TAFASHIYA/NASARAWA,MUSHALLAKE/ZAMFARA PRI.SCHOOL,20-20-04-010,566
3849,KATSINA,KANKIA,TAFASHIYA/NASARAWA,SHAWAJI/BUTTA PRI.SCHOOL,20-20-04-011,279
3850,KATSINA,KANKIA,TAFASHIYA/NASARAWA,SHAWAJI/BUTTA OPEN SPACE,20-20-04-012,303
3851,KATSINA,KANKIA,TAFASHIYA/NASARAWA,TAFASHIYA PRI.SCHOOL,20-20-04-013,561
3852,KATSINA,KANKIA,TAFASHIYA/NASARAWA,TAFASHIYA II PRI.SCHOOL,20-20-04-014,482
3853,KATSINA,KANKIA,TAFASHIYA/NASARAWA,SABUWAR DUNIYA,20-20-04-015,54
3854,KATSINA,KANKIA,KUNDURU/GYAZA,AGALA - K/G NAYAYA,20-20-05-001,237
3855,KATSINA,KANKIA,KUNDURU/GYAZA,BAJAWA - OPEN SPACE,20-20-05-002,331
3856,KATSINA,KANKIA,KUNDURU/GYAZA,UNG DOGO/BADOLE OPEN SPACE,20-20-05-003,230
3857,KATSINA,KANKIA,KUNDURU/GYAZA,UNGUWAR LEMU OPEN SPACE,20-20-05-004,337
3858,KATSINA,KANKIA,KUNDURU/GYAZA,KUNDURU 'A' PRI.SCHOOL,20-20-05-005,441
3859,KATSINA,KANKIA,KUNDURU/GYAZA,KUNDURU 'B' T.V CENTRE,20-20-05-006,244
3860,KATSINA,KANKIA,KUNDURU/GYAZA,GINDAWAI K/G M/UNG,20-20-05-007,201
3861,KATSINA,KANKIA,KUNDURU/GYAZA,GIDAN JAKADA K/G/MUNG,20-20-05-008,198
3862,KATSINA,KANKIA,KUNDURU/GYAZA,JAUGA PRI.SCHOOL,20-20-05-009,366
3863,KATSINA,KANKIA,KUNDURU/GYAZA,JAKIRI PRI.SCHOOL,20-20-05-010,267
3864,KATSINA,KANKIA,KUNDURU/GYAZA,SALAWA OPEN SPACE,20-20-05-011,497
3865,KATSINA,KANKIA,KUNDURU/GYAZA,K/YAMMA GYAZA PRI.SCHOOL,20-20-05-012,666
3866,KATSINA,KANKIA,KUNDURU/GYAZA,K/GABAS GYAZA - OPEN SPACE,20-20-05-013,769
3867,KATSINA,KANKIA,KUNDURU/GYAZA,GIDAN NADANGO OPEN SPACE,20-20-05-014,441
3868,KATSINA,KANKIA,KUNDURU/GYAZA,UNG BAKI I OPEN SPACE,20-20-05-015,260
3869,KATSINA,KANKIA,KUNDURU/GYAZA,UNG BAKI II OPEN SPACE,20-20-05-016,270
3870,KATSINA,KANKIA,KUNDURU/GYAZA,KOFAR GBAS TV CENTER,20-20-05-017,03
3871,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,RUGA ALLO - K/G M/UNGUWA,20-20-06-001,421
3872,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,DAN NAYAKI I PRI.SCHOOL,20-20-06-002,533
3873,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,DAN NAYAKI II OPEN SPACE,20-20-06-003,697
3874,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,UNG. DABO - OPEN SPACE,20-20-06-004,253
3875,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,KIRKINI I - OPEN SPACE,20-20-06-005,210
3876,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,KIRKINI II - OPEN SPACE,20-20-06-006,277
3877,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,FAKUWA - PRI.SCHOOL,20-20-06-007,655
3878,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,SALIHAWA I&II OPEN SPACE,20-20-06-008,356
3879,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,MAKERA - OPEN SPACE,20-20-06-009,186
3880,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,KWANDAWA K/G M/UNG,20-20-06-010,244
3881,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,YAMADI I&II PRI.SCHOOL,20-20-06-011,594
3882,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,KOFAR FADA PRI.SCHOOL,20-20-06-012,675
3883,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,FANGA PRI.SCHOOL,20-20-06-013,647
3884,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,KAUYEN MAINA - K/G M/UNG,20-20-06-014,634
3885,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,UNGUWAR KWARI K/G M/UNG,20-20-06-015,357
3886,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,ZANGON MALABARE K/G M/UNG,20-20-06-016,513
3887,KATSINA,KANKIA,KAFIN DANGI/FAKUWA,YANYAJI K/G M/UNG.,20-20-06-017,463
3888,KATSINA,KANKIA,SUKUNTUNI,MAIDANKO I - K/G GALADIMA,20-20-07-001,606
3889,KATSINA,KANKIA,SUKUNTUNI,MAIDANK0 II - K/G M/UNGUWA,20-20-07-002,295
3890,KATSINA,KANKIA,SUKUNTUNI,UNG SABO K/G M/UNGUWA,20-20-07-003,433
3891,KATSINA,KANKIA,SUKUNTUNI,HAYIN KORAMA - K/G M/UNG,20-20-07-004,253
3892,KATSINA,KANKIA,SUKUNTUNI,HAYIN KWANTA - K/G M/UNGUWA,20-20-07-005,336
3893,KATSINA,KANKIA,SUKUNTUNI,SUKUNTUNI I PRI.SCHOOL,20-20-07-006,667
3894,KATSINA,KANKIA,SUKUNTUNI,SUKUNTUNI II OPEN SPACE,20-20-07-007,593
3895,KATSINA,KANKIA,SUKUNTUNI,GIDAN GURU PRI.SCHOOL,20-20-07-008,571
3896,KATSINA,KANKIA,SUKUNTUNI,TUDUN WULLI PRI.SCHOOL,20-20-07-009,421
3897,KATSINA,KANKIA,SUKUNTUNI,YANKARI OPEN SPACE,20-20-07-010,376
3898,KATSINA,KANKIA,SUKUNTUNI,GEMAWA OPEN SPACE,20-20-07-011,271
3899,KATSINA,KANKIA,SUKUNTUNI,WALAWA OPEN SPACE,20-20-07-012,431
3900,KATSINA,KANKIA,RIMAYE,DANBAZAMA PRI.SCHOOL,20-20-08-001,365
3901,KATSINA,KANKIA,RIMAYE,UNG MAL.ALI PRI.SCHOOL,20-20-08-002,396
3902,KATSINA,KANKIA,RIMAYE,UNG MAL ALI II DISPENSARY,20-20-08-003,709
3903,KATSINA,KANKIA,RIMAYE,UNG. NASARAWA I K/G M/UNG,20-20-08-004,560
3904,KATSINA,KANKIA,RIMAYE,ZAKIN BAURE K/G M/UNG,20-20-08-005,255
3905,KATSINA,KANKIA,RIMAYE,GWAJAWA I - MOTOR PARK,20-20-08-006,545
3906,KATSINA,KANKIA,RIMAYE,GWAJAWA II OPEN SPACE,20-20-08-007,721
3907,KATSINA,KANKIA,RIMAYE,DUZA I - OPEN SPACE,20-20-08-008,95
3908,KATSINA,KANKIA,RIMAYE,DUZA II - OPEN SPACE,20-20-08-009,194
3909,KATSINA,KANKIA,RIMAYE,K/DUTSE - PRI.SCHOOL,20-20-08-010,437
3910,KATSINA,KANKIA,RIMAYE,UNG.AUTA RIMAYE PRI.SCHOOL,20-20-08-011,688
3911,KATSINA,KANKIA,RIMAYE,GEMAWA  K/G M/UNG,20-20-08-012,218
3912,KATSINA,KANKIA,RIMAYE,BINDINGA K/G M/UNG,20-20-08-013,193
3913,KATSINA,KANKIA,RIMAYE,D/TSOHUWA YOUTH CENTRE,20-20-08-014,889
3914,KATSINA,KANKIA,RIMAYE,UNG.NASARE I OPEN SPACE,20-20-08-015,567
3915,KATSINA,KANKIA,RIMAYE,UNG. NASARE II OPEN SPACE,20-20-08-016,493
3916,KATSINA,KANKIA,RIMAYE,UNG.NASARWA II OPEN SPACE,20-20-08-017,742
3917,KATSINA,KANKIA,RIMAYE,DOKOKI HEALH OFFICE,20-20-08-018,05
3918,KATSINA,KANKIA,GACHI,KAUYEN TOFA K/G M/UNG,20-20-09-001,423
3919,KATSINA,KANKIA,GACHI,DANDORO - PRI.SCHOOL,20-20-09-002,359
3920,KATSINA,KANKIA,GACHI,RUGAR DAUDU -PRI.SCHOOL,20-20-09-003,579
3921,KATSINA,KANKIA,GACHI,TAIBA - TAIBA PRI.SCHOOL,20-20-09-004,403
3922,KATSINA,KANKIA,GACHI,YARLAYA PRI.SCHOOL,20-20-09-005,465
3923,KATSINA,KANKIA,GACHI,KOFAR FADA T.V CENTRE,20-20-09-006,743
3924,KATSINA,KANKIA,GACHI,RUGA GYAZA K/G M/UNG,20-20-09-007,429
3925,KATSINA,KANKIA,GACHI,UNG TABKI I - K/G M/UNG,20-20-09-008,1026
3926,KATSINA,KANKIA,GACHI,GACHI PRI.SCHOOL,20-20-09-009,786
3927,KATSINA,KANKIA,GACHI,UNG.TABKI II - K/G M/UNG,20-20-09-010,812
3928,KATSINA,KANKIA,GACHI,KOFAR FADA II - T.V CENTRE,20-20-09-011,925
3929,KATSINA,KANKIA,GACHI,UNG TAFKI,20-20-09-012,44
3930,KATSINA,KANKIA,GACHI,GACHI BATC,20-20-09-013,37
3931,KATSINA,KANKIA,GACHI,NPC OFFICE,20-20-09-014,75
3932,KATSINA,KANKIA,GACHI,SULEMAN MODEL PRI SCH GACHI,20-20-09-015,278
3933,KATSINA,KANKIA,MAGAM/TSA,MACINJI I&II PRI SCHOOL,20-20-10-001,1118
3934,KATSINA,KANKIA,MAGAM/TSA,UNG TSA - K/G M/UNG,20-20-10-002,465
3935,KATSINA,KANKIA,MAGAM/TSA,ASAURARAR DANKAKA - K/G M/UNG,20-20-10-003,415
